"annotation_id","annotator","answer","created_at","id","lang","lead_time","name","text","updated_at"
570,"2","raspberry
strawberry juice
resin
matsutake","2025-02-01T22:34:59.039081Z",4368,"ch",49.534,"1995 Chateau Giscours","The 1995 vintage, with its 60% Merlot composition, feels a bit softer and less powerful than what I typically associate with Chateau Giscours. The palate is round and soft, with fine tannins. The aromas of raspberry and strawberry juice remain vibrant, complemented by the scents of resin and matsutake, creating a lively profile. From my understanding of the 1995 vintage, Chateau Giscours isn’t best suited for prolonged aging but is more enjoyable if opened now. Recommended drinking window: 2010-2030. (40% Cabernet Sauvignon, 60% Merlot)","2025-02-01T22:34:59.039105Z"
571,"2","cassis
tobacco
earth
cherr","2025-02-01T22:35:30.318664Z",4369,"en",29.665,"1995 Chateau Giscours","Crème de cassis, tobacco, earth and cherry aromas, medium bodied with some tannin to resolve, this lighter style of Margaux ends with a cassis and strawberry finish. This is the first vintage for Alexander van Beek at the chateau. The wine was made from a blend of 60% Merlot and 40% Cabernet Sauvignon. The wine is fully mature and will not improve with further aging.","2025-02-01T22:35:30.318687Z"
645,"2","undergrowth
plum
wool
currant
acidity
mineral
leafy","2025-02-02T11:12:04.235985Z",4370,"en",58.823,"1997 Domaine de Chevalier","Strong carmine garnet, broad ochre rim. Tobacco, damp undergrowth, some dried plums, a little damp wool, a delicate bouquet. Slender, some currant, fresh acidity, mineral, delicately leafy savouriness in the finish, remains short. (Drinking now).","2025-02-02T11:12:04.236006Z"
572,"2","cedar
tobacco
mocha powder","2025-02-01T22:36:26.693146Z",4371,"ch",25.534,"1997 Domaine de Chevalier","If I had to choose a wine from a cooler vintage that shows how good Domaine de Chevalier is, I’d pick the 1997 vintage. Even though this vintage has noticeable signs of being underripe, it doesn’t feel out of place in this wine. Good weather during the harvest in September and October seems to help a lot. It has a robust fruit smell, a nice tight mouthfeel, and soft tannins. After being aged in the bottle for a long time, and it’s got even richer with a nice herbal scent and, with a touch of cedar, tobacco, and mocha powder. Now, it’s time to taste it.","2025-02-01T22:36:26.693159Z"
573,"2","green fruit
cherry
oak
red fruit","2025-02-01T22:37:59.620038Z",4372,"en",91.986,"1998 Domaine de Chevalier","Cherry red with white rim. Timid nose, green fruit, cherry, oak, 60min later, the wine is opening up. Suave and sweet, red fruit, cabernets are ruling the taste, cherries, blueberries. Needs time in the glass (best decanted).
Very good but not great.","2025-02-01T22:37:59.620052Z"
574,"2","cassis
oak
redcurrant","2025-02-01T22:38:33.890497Z",4373,"en",32.599,"1998 Domaine de Chevalier","Medium to deep, ruby-red in color. Medium to full intensity of leafy cassis & cedary oak aromas have a slightly agricultural character. Cassis & redcurrant fruit on the palate is supported by lively acidity. There is a lovely medium to full bodied structure that combines suppleness & grip. Alcohol is balanced & the acidity lifts clean red-fruit, giving a long finish. 11/02 DCAMW","2025-02-01T22:38:33.890510Z"
575,"2","tobacco
smoke
cherry
earth
cigar ","2025-02-01T22:38:59.441832Z",4374,"en",23.587,"1998 Domaine de Chevalier","Fully mature, the wine is medium bodied, elegant, soft, fresh and charming. The tobacco, smoke, cherry, earth and cigar box aromatics are right where it needs to be. Feminine, with more on the nose than on the discreet palate, this is ready for consumption. 90 Points","2025-02-01T22:38:59.441847Z"
576,"2","Blackberry
undergrowth
oak
liquorice","2025-02-01T22:39:33.242197Z",4375,"en",32.665,"1998 Domaine de Chevalier","Strong ruby colour, broad brightening on the rim. Blackberryish fruit, subtle undergrowth note, fine oak nuances, some liquorice underneath. Full-bodied, blackberries, dark cherries, a hint of ripeness, elegant, fine tannins, mineral, salty touch in the finish, still very youthful, lemony aftertaste, a pleasant food wine, has really matured over time. (Drink/+10).","2025-02-01T22:39:33.242210Z"
578,"2","","2025-02-01T22:40:25.115532Z",4376,"ch",1.014,"1998 Domaine de Chevalier","It’s really cool how this wine manages to be both juicy and sweet, and also strong and muscular at the same time – it’s like combining two opposites in one drink, which makes me so excited. With the mature vintages of Domaine de Chevalier, you can really use your imagination. Take the 1998 vintage, for example: it’s like a charming, polite knight in shining armor, and riding a tall horse. It’s like the ideal image of a “Chevalier” – just perfect! If you have this vintage in cellar, you can keep it for more than 15 years without any worry.","2025-02-01T22:40:25.115554Z"
577,"2","","2025-02-01T22:40:21.567462Z",4377,"ch",22.04,"2000 Domaine de Chevalier","The strength of the 2000 vintage of Domaine de Chevalier made a good impression on me. Even after 23 years, it still has a proud character that can’t be worn down. I am happy to find ta kind of freshness hidden inside its strength and maturity, like there’s a bit of sadness behind its impressive look. So, compared to the typical hot vintages, I don’t think the 2000 Domaine de Chevalier is very typical. But this ‘gentleness behind the strength’ really struck a chord with me.","2025-02-01T22:40:21.567485Z"
579,"2","plum
oak","2025-02-01T22:40:40.045340Z",4378,"en",14.02,"2000 Domaine de Chevalier","Medium to deepish ruby-red. Powerful aromas of plummy red fruit are well-married with oak notes. Ripe, plummy fruit on the palate is medium to full bodied with attractive cedar notes. Acidity is balanced to good & alcohol is in check. Tannins are fine & supple, giving grip on the finish, which lasts well. A well balanced wine with the concentration to age well. 11/04 DCAMW","2025-02-01T22:40:40.045356Z"
580,"2","chocolate
blueberry
Xiao Qinggan
Pu-erh tea","2025-02-01T22:41:26.670269Z",4379,"ch",45.501,"2003 Chateau Ducru-Beaucaillou","Chateau Ducru-Beaucaillou’s interpretation of the 2003 vintage showcases the poise and composure of a top-tier estate when faced with challenges. Despite the unexpected heatwave, this wine exhibits a wonderful freshness. The robust aromas of mint-infused dark chocolate and juicy blueberry, coupled with hints reminiscent of “Xiao Qinggan” and Pu-erh tea, exude both maturity and a unique, fragrant blend of orange peel. With its strong and well-structured body, accompanied by a delightful lingering “sweetness” on the finish, it is undoubtedly a rare gem of the 2003 vintage.","2025-02-01T22:41:26.670283Z"
581,"2","wet forest
tobacco
spicy
red berry
mocha ","2025-02-01T22:42:33.478097Z",4380,"en",63.83,"2003 Chateau Ducru-Beaucaillou","On a rapid evolutionary track, you already find secondary notes of wet forest floor, tobacco leaf, red spicy berries and smoke. The wine is round soft and polished, with a tobacco, spicy, red berry and mocha tinted finish. I would drink this over the next decade or so.","2025-02-01T22:42:33.478111Z"
582,"2","black fruit","2025-02-01T22:43:16.483824Z",4381,"en",30.826,"2003 Chateau Ducru-Beaucaillou","This is a solid, powerful wine packed with tannins and heavy black fruits. As so often, Ducru is taking its time, and this wine is still knitting itself together. But in future years, watch for the generosity, the richness as well as the finesse and freshness. Imported by Diageo Chateau & Estates.","2025-02-01T22:43:16.483849Z"
583,"2","blackberry","2025-02-01T22:43:29.072653Z",4382,"en",11.703,"2004 Chateau Ducru-Beaucaillou","Impressively dense, dark flavored wine, very rich and quite extracted. But it still keeps the elegance and some of the freshness of 2004, and there is plenty of blackberry flavor to push the wine along. Heavier than many 2004s, it still shows that great acidity.","2025-02-01T22:43:29.072665Z"
584,"2","earthy
berry
tobacco ","2025-02-01T22:43:41.785643Z",4383,"en",11.628,"2004 Chateau Ducru-Beaucaillou","Ready to drink, stylish, soft, sweet and inviting, the wine is equally attractive in its earthy, berry and tobacco scented nose as it is in the fresh, spicy, fruit filled finish.","2025-02-01T22:43:41.785670Z"
585,"2","plum
red cherry
pine","2025-02-01T22:57:42.089670Z",4384,"ch",33.302,"2004 Chateau Ducru-Beaucaillou","The pronounced aromas of mocha and truffle dominate the 2004 vintage, while the glass reveals ripe plums, red cherries, and a subtle touch of refreshing pine after swirling. During a blind tasting, I found it to resemble a commendable 2008 vintage rather than the relatively straightforward nature of 2004. In my opinion, Ducru-Beaucaillou’s meticulous craftsmanship in taming the tannins and expressing a delicate hint of salinity contributed to its success in the challenging 2004 vintage, setting it apart from numerous wines of the same year.","2025-02-01T22:57:42.089700Z"
586,"2","caramel
plum
dried prunes
 licorice
cinnamon
clove","2025-02-01T22:58:30.629513Z",4385,"ch",47.46,"2005 Chateau La Tour Figeac","The 2005 vintage of Chateau La Tour Figeac boasts a strong structure and firm muscle. The hot, dry weather didn’t weaken it; instead, it forged a robust physique. Clear aromas of caramel, preserved plums, and dried prunes greet the nose, and swirling the glass reveals complex spicy notes of licorice, cinnamon, and clove. This wine has a magical hint of salinity that unexpectedly highlights the sweetness of the Merlot, reminiscent of the “Sucre & Sale” concept in French cuisine.","2025-02-01T22:58:30.629535Z"
587,"2","black fruit
plum","2025-02-01T22:58:57.106325Z",4386,"en",25.287,"2005 Chateau La Tour Figeac","(2007) Quite subdued aromatically, but with a fine, dense, tight fruitiness. The palate is muscular and dense, with a chunky black fruit quality that is chewy, with a certain plummy breadth and mouth-filling ripeness. Again, no shortage of structure in a wine that is perhaps less fine that the best.","2025-02-01T22:58:57.106348Z"
588,"2","oak","2025-02-01T22:59:05.850160Z",4387,"en",6.505,"2005 Chateau La Tour Figeac","The entry is plush, rich and soft. Aromatics were enough to keep me interested, but, I'd like to see this wine in another 5 years to learn how well the oak bonded with the wine.","2025-02-01T22:59:05.850182Z"
589,"2","blackberry
wood","2025-02-01T22:59:23.037038Z",4388,"en",15.867,"2005 Chateau La Tour Figeac","Very straight, firm, a wine that seems to be developing slowly. The blackberry fruits are impressive, rich and pure, and the tannins form a dense core of darkness. The wood is currently showing too strongly, but the fruit will certainly open out in a year or so. An impressive wine, but it needs time.","2025-02-01T22:59:23.037050Z"
590,"2","black currant","2025-02-01T22:59:38.949773Z",4389,"en",14.528,"2005 Chateau Latour-Martillac","91-93 Barrel sample. With its dryness, this seems at first to be all tannin. There is, though, a black currant fruit flavor that shows through after the wine has been in the mouth for a while, and the aftertaste has fine acidity. This should develop well.","2025-02-01T22:59:38.949788Z"
591,"2","pencil shave
tobacco","2025-02-01T23:00:20.883869Z",4390,"ch",40.807,"2005 Chateau Latour-Martillac","The taste of the pencil shave of Latour-Martillac 2005 is very impressive, presenting the classic image of the Left Bank Cabernet Sauvignon shown after the bottle aging. The acidity of this wine is higher than my memory of 2005 in Bordeaux, and the texture of tannins is softer and gentler. It brings me an aftertaste of the signature saltiness of Latour-Martillac and the warm note of tobacco that lingers on a yuppie man’s fingertips. This is a very masculine left bank blend.","2025-02-01T23:00:20.883887Z"
592,"2","Forest floor
tobacco
blackberry","2025-02-01T23:00:44.733220Z",4391,"en",22.623,"2006 Chateau Cantenac Brown","Forest floor and tobacco coupled with blackberries are found in the nose. The wine is fresh, medium/full bodied and finishes with a crisp cassis note, coupled with an herbal streak. The wine was made from a blend of 75% Cabernet Sauvignon and 25% Merlot and was aged in 60% new, French oak barrels. Only 30% of the harvest was used in the Grand Vin. 90 Points","2025-02-01T23:00:44.733243Z"
593,"2","blackcurrant
cherry
cedar","2025-02-01T23:01:16.070752Z",4392,"ch",30.261,"2006 Chateau Cantenac Brown","Unlike the greenness about the vintage of 2006 in Bordeaux, Cantenac Brown 2006 expresses a pretty mellow nose. The ripe blackcurrants and red cherries are embraced by a layer of cedar and resin’s freshness, calm and elegant. It is the first vintage that they adopted “intra-parcel selection” during the harvest (they started from the outside of each parcel and finished the core at last). Although the Grand Vin only accounts for 30% of the total production, the quality is unquestionably impressive. The smooth taste and soft tannins end up with a touch of graphite-like texture. This wine is at its drinking peak.","2025-02-01T23:01:16.070766Z"
594,"2"," jammy fruits","2025-02-01T23:01:34.196260Z",4393,"en",17.028,"2007 Chateau Ducru-Beaucaillou","A very powered wine, pushing forward with solid, but always fresh structure and fruit. The wine bursts with ripe jammy fruits, but is also firmly tannic. It combines sweet weight with final extreme, exuberant freshness.","2025-02-01T23:01:34.196273Z"
595,"2","spicy
red fruit","2025-02-01T23:01:51.649359Z",4394,"en",16.534,"2007 Chateau Ducru-Beaucaillou","Fully mature, medium bodied, with silky tannins, freshness and soft, polished textures, the wine is on the spicy, red fruit side of the style range. Quite nice for the vintage, this is not a wine I would hold for more development. If you're sitting on any, I'd pop a cork to enjoy the fruits before they fade.","2025-02-01T23:01:51.649375Z"
596,"2","cedar
cranberry
plu
mushroom","2025-02-01T23:04:20.380655Z",4395,"ch",147.573,"2007 Chateau Ducru-Beaucaillou","The aromatic profile of this wine may not be particularly pronounced, but the refreshing essence of cedar is rather pleasant, emanating notes of cranberry and preserved plum upon swirling the glass. I can feel that the team waited until the very last moment to harvest. The palate is light and smooth, with a bright and elegant acidity, while the cedar and mushroom aromas resemble a lively melody. Against the backdrop of modest fruit intensity, they awaken dormant taste buds with their natural charm. I recommend enjoying it now.","2025-02-01T23:04:20.380672Z"
597,"2","blackberry
cherry
red currant
lemon","2025-02-01T23:04:47.691180Z",4396,"en",26.404,"2007 Chateau Haut-Bailly","Dark ruby, purple reflections, subtle ochre brightening on the rim. On the nose, subtle animalistic notes, a touch of dark berries, hints of tar and background notes of ripe cherries. Juicy and fresh on the palate, subtle fruit expression, red currant, salty-lemon hints, a savoury note and a lasting finish. A lively, well matured yet uncomplicated food companion. (Drink, store +15)..","2025-02-01T23:04:47.691191Z"
598,"2","graphite
pencil shave","2025-02-01T23:11:41.264010Z",4397,"ch",372.54,"2007 Chateau Haut-Bailly","Elegance and freshness are the main topics of Haut-Bailly 2007. Although the weather condition was not ideal this year, HB tried its best to demonstrate harmonious beauty. The nose is very supple; it features more graphite and pencil shave character thanks to 70% of Cabernet Sauvignon. The entry of the palate is purely straightforward, coupled with minty freshness and ultra-slim tannins from head to toe.","2025-02-01T23:11:41.264019Z"
599,"2","earth
espresso
red fruits","2025-02-01T23:12:06.016433Z",4398,"en",21.641,"2008 Chateau Brane-Cantenac","Showing its age in the color, the developing nose offers wet earth, espresso and red fruits. The wine is medium bodied,, with barely a tannic edge remaining to the sweet cherries on the palate. Just a few more years will add even more softness and complexity to the wine. The wine was made from blending 70% Cabernet Sauvignon, 28% Merlot and 2% Cabernet Franc. 91 Points","2025-02-01T23:12:06.016454Z"
600,"2","cranberry
 sour jujube
hawthorn","2025-02-02T09:59:00.737137Z",4399,"ch",38813.647,"2008 Chateau Brane-Cantenac","After 13 years of aging, this wine is still very vigorous. The moderate nose is purely precise, offering cranberry, sour jujube, and Chinese hawthorn. The palate is soft and sleek, with bright acidity and Brane-Cantenac iconic silky tannins towards the finish.","2025-02-02T09:59:00.737146Z"
601,"2","black berry
liquorice
oak","2025-02-02T09:59:21.008511Z",4400,"en",19.245,"2009 Chateau Ducru-Beaucaillou","Intense hue, crimson highlights. Great depth on the nose dominated by black berry fruits, liquorice sweet and subtle, slightly spicy oak. Dense, well-structured, monumental palate, still a little backward. Hugely successful effort. Keep… for a long time.","2025-02-02T09:59:21.008525Z"
602,"2","olive
meaty
oak
black fruit","2025-02-02T10:00:25.429786Z",4401,"en",63.266,"2009 Chateau Ducru-Beaucaillou","Ducru mixes 75% cabernet sauvignon and 25% merlot. The nose was cool and fresh showing green olives a bit of Brettanomyces and meaty notes with more of that French oak smoke and toast. The palate is lean and sleek with fresh black fruits and some healthy tannins. The finish is firm and dry not showing much. Perhaps all these Bordeaux are in shut down mode for the next three years. The group scored this wine 1st overall with 92 points. Parker gave it 100 points. Clearly some controversy here. Wolf Blass Master Blend Classification Montreal. (Anthony Gismondi and Stuart Tobe).","2025-02-02T10:00:25.429809Z"
603,"2","blueberry
plum
cigar box
pine","2025-02-02T10:01:11.765941Z",4402,"ch",45.081,"2009 Chateau Ducru-Beaucaillou","The aromas of Chateau Ducru-Beaucaillou 2009 have evolved more rapidly than I thought. While the predominant scents still consist of luscious blueberries and ripe plums, hints of cigar box, pine nuts, and a cool hearth are already emerging. This wine artfully presents the maturity of a hot vintage in a refreshing and natural manner, as if finding a respite under the shade of an oak tree on a scorching summer day. It not only perfectly embodies the personality of Chateau Ducru-Beaucaillou but also showcases the invigorating quality that develops in aged Cabernet Sauvignon. If the tertiary aromas continue to evolve delicately without undergoing significant changes, it will undoubtedly become an exceptional wine of remarkable distinction.","2025-02-02T10:01:11.765962Z"
604,"2","blackberry
plum
espresso
flower
earth
cigars
spice","2025-02-02T10:01:43.192246Z",4403,"en",27.816,"2009 Chateau Ducru-Beaucaillou","Deep and dark in color, fruits are equally dark. Powerful, full-bodied, rich, opulent, and fresh, the layers of blackberries, plums, espresso, flowers, earth, cigars, and spice seem endless. On the palate, even though the wine is incredibly dense, it is also seamless, elegant, vibrant, pure, and expansive. While approachable now, if you want the full experience, allow it a few more years in the bottle and enjoy it over the next several decades. Drink from 2025-2055.","2025-02-02T10:01:43.192258Z"
605,"2","berry
orange zest
cherry
nougat","2025-02-02T10:02:41.507036Z",4404,"en",56.979,"2009 Chateau Ducru-Beaucaillou","Dark ruby garnet with purple reflections and a delicate brightening at the rim suggesting some maturity. The nose is still somewhat closed, with hints of fine woody savouriness, ripe wild berry fruit and orange zest. With air, dark cherries and a touch of nougat slowly emerge. The palate is complex - juicy and pronounced in fruit, in particular ripe cherry, with fine and very well integrated tannins. A mineral-salty finish has very good length. There's clear further ageing potential here, for decades even, but already it seems relatively light-footed thanks to its perfect balance. It can already be opened, but should ideally be allowed to age for another five to ten years.","2025-02-02T10:02:41.507058Z"
606,"2","Blackberry
cassis","2025-02-02T10:02:55.159608Z",4405,"en",12.197,"2009 Chateau Durfort-Vivens","2009 Durfort Vivens is medium ruby. Blackberry and cassis scents fill the nose of this medium bodied wine. Although it has fresh, attractive flavors, the wine lacks concentration and structure. Made from a blend of 74% Cabernet Sauvignon, 21% Merlot and 5% Cabernet Franc, this should drink well young. 88/90","2025-02-02T10:02:55.159620Z"
607,"2","berry
tobacco","2025-02-02T10:03:12.755263Z",4406,"en",16.462,"2009 Chateau Durfort-Vivens","Elegant nose of dark berries and tobacco, very elegant palate, slightly lighter than the best examples but with plenty of elegance, freshness and length, dark fresh fruit, soft tannin and very good length, stylish and potent.","2025-02-02T10:03:12.755285Z"
608,"2","fruit
earthy","2025-02-02T10:13:21.096480Z",4407,"en",605.509,"2009 Chateau Durfort-Vivens","I highly recommend the second wines of the top estates in Bordeaux, especially as the prices of the grand vins make them unattainable for most of us. Vivens from Château Durfort-Vivens is an especially attractive one. Château Durfort-Vivens, classified as a 2nd growth in the Médoc classification of 1855, is regaining its former stature under the guidance of Gonzague Lurton, part of the family whose name implies excellence in Bordeaux. The 2009 Vivens delivers the ripeness of that vintage without being overdone or flamboyant. Enrobed in the plush tannins that are the signature of Margaux, it is “forward” and easy to enjoy now, yet has adequate structure so it doesn’t come across as a “fruit bomb.” It finishes with a hint of earthiness that adds complexity.---- Michael Apstein","2025-02-02T10:13:21.096488Z"
609,"2","tobacco
bayberry
sandalwood
orange peel","2025-02-02T10:14:13.843272Z",4408,"ch",46.952,"2009 Chateau Durfort-Vivens","Upon the first sniff, one is drawn in by the refreshing tobacco and tart bayberry aromas; the 14-year-old Chateau Durfort-Vivens 2009 exudes a subtle hint of sandalwood and delicate orange peel. While it may lack a grand structure, it maintains a gentle and elegant demeanor. After 14 years of aging, its tannins have become entirely polished. If it could display greater depth, it would be even more remarkable.","2025-02-02T10:14:13.843295Z"
610,"2","volatile
meaty
red fruit
oak","2025-02-02T10:14:46.111332Z",4409,"en",30.849,"2009 Chateau Durfort-Vivens","Deep, dark, opaque ruby-red, holding its color well to the rim. The aromas are strangely volatile & meaty, the wine seems quite mature. The palate is quite closed with restrained red-fruit & a fine structure of lovely seamless tannins. There is good acidity, balanced alcohol and clean, well handled oak. This could open up to be quite a classic Margaux, but currently shows little. 11/13 DCAMW","2025-02-02T10:14:46.111357Z"
611,"2","truffle
cigar box
leather
plums
tobacco leaf
red berry","2025-02-02T10:21:29.580213Z",4410,"en",394.067,"2009 Chateau Pape Clement","Deep garnet in color, the wine inches closer to maturity with truffle, cigar box, leather, salty plums, tobacco leaf and red berries. Full-bodied, lushly textured, with ripe, polished, round tannins and some oak remaining to be resolved, the finish serves up layers of ripe, dark, velvet textured, polished fruits. This is still primary, so 6-8 more years of aging will come close to bringing this around. If you cannot wait that long, give it 2-3 hours of air. 97 Points","2025-02-02T10:21:29.580223Z"
612,"2","blackcurrant
cherry
mineral
tobacco
oak
coffee bean","2025-02-02T10:21:56.212905Z",4411,"en",25.555,"2009 Chateau Pape Clement","Rich and vibrant nose, youthful with dark fruity notes, blackcurrant, cherry, mineral and tobacco, some new oak and coffee beans, very dense and concentrated palate without heaviness, fresh and crunchy with layers of dark fruit a backbone of very fine tannins that adds freshness, fine spices and persistent flavours, very long and lingering aftertaste filled with chocolate and dark berries, seriously structured, already tempting but with huge potential, will develop remarkably well.","2025-02-02T10:21:56.212917Z"
613,"2","chocolate
black currant","2025-02-02T10:22:21.697244Z",4412,"en",17.361,"2009 Chateau Pape Clement","This is a richly structured wine with beautiful perfumes emanating from the bouquet. The rich, stalky texture is balanced by the flavors of dark chocolate and black currant jelly. It's big, ripe and full of potential, a fine balance between opulence and ageworthiness.","2025-02-02T10:22:21.697258Z"
614,"2","truffle
blackberry
cherry
hazelnut
cocoa","2025-02-02T10:26:51.982302Z",4413,"ch",42.839,"2009 Chateau Pape Clement","After 13 years of bottle aging, Chateau Pape Clement 2009 has become a piece of adorable black truffle. After shaking the glass, it delivers sweet and mild blackberries, cherries, and layers of hazelnut, which is so beautiful that people dare not take a second glimpse. The mellow tannins caress the taste buds like a cashmere spread between lips and teeth. The generous taste is like a cup of hot milk with cocoa powder, revealing a sense of warmness and a certain “wisdom” in the aftertaste.","2025-02-02T10:26:51.982320Z"
615,"2","black berry","2025-02-02T10:27:07.935073Z",4414,"en",14.226,"2009 Chateau Pape Clement","Deep garnet-red. Nose of black berry fruits and toasted notes showing harmony throughout. Powerful, generous and melted at point of entry. Sensation of fullness and power lasting well through to the finish. A harmonious, forceful style.","2025-02-02T10:27:07.935103Z"
616,"2","apricot
honey
spice
pear","2025-02-02T10:27:36.222910Z",4415,"en",25.449,"2009 Chateau d'Yquem","98-100 Barrel sample. The aromas are so rich and powerful, with great ripe apricots. There are honey, spice and beautiful sweet spiced pears. This is an extraordinary wine in an extraordinary year in Sauternes.","2025-02-02T10:27:36.222921Z"
617,"2","vanilla
orange
yellow tropical fruits","2025-02-02T10:28:06.706161Z",4416,"en",29.445,"2009 Chateau d'Yquem","Young, rich, opulent, silky, fresh, vibrant, full, and deep, with enough blazing acidity to allow all the layers of vanilla and honey-coated orange and yellow tropical fruits to bathe your palate again and again with this stunning, sweet treat. OK, so this is still obviously young, and primary, but it is such a delicious experience now, that it was impossible to put my glass down. Patience might be a virtue. But there are times when patience is over rated.","2025-02-02T10:28:06.706172Z"
618,"2","","2025-02-02T10:28:29.168883Z",4417,"ch",17.936,"2009 Chateau d'Yquem","This vintage grants you everything you want. If one could only taste Chateau d’Yquem for only one time in his or her life, 2009 must be the first choice. Whether viewing from the contamination level of botrytis, the sugar content of grapes, the precious acidity, or its flavors’ complexity, Yquem 2009 can be ranked as an epic. It must be the fruit of human wisdom as well as the gift of God to combine all these elements in the same vintage. I would not bother to describe the aroma and taste of Yquem 2009 here, for it is beyond my competence to portray this unprecedentedly grand banquet on a page. Let’s leave the space for all of “Nectar’s” lovers. If you have the privilege to drink a glass of Chateau d’Yquem 2009, carefully savor the “serenade”, the “Ode to Joy” or the wild “rhapsody” it plays on your palates.","2025-02-02T10:28:29.168904Z"
